169.86951364175565, 504.8635824436536
251.48279952550416, 629.1814946619218
414.7093712930012, 647.2123368920522
556.1091340450771, 562.7520759193358
738.3155397390273, 510.5575326215896
799.0510083036773, 375.80071174377224
770.5812574139976, 238.19691577698697
685.1720047449585, 149.94068801897984
553.2621589561091, 104.38908659549229
462.15895610913407, 148.9916963226572
398.576512455516, 245.78884934756823
243.8908659549229, 214.47212336892053
161.32858837485173, 236.29893238434164
111.98102016607355, 306.5243179122183
125.26690391459076, 418.50533807829186
