99.21903063486671, 189.6613319839206
198.81293439524546, 101.48588744605695
317.3951896828651, 149.9786136350067
343.25458387614896, 316.51330799595576
392.1300134386632, 481.9527464105655
526.8455160573918, 492.5950322948795
646.8900701688103, 398.7260186418632
699.3977560466643, 194.4837860032361
775.1935784135723, 148.73360419466405
854.4699460398031, 144.32321697911004
885.4698980795338, 325.7950882811531
877.351888411135, 564.582417765267
841.8847798574699, 763.1232510406891
755.0903953198607, 858.2167197329104
604.2338151219709, 880.8324336704584
462.71382694564534, 879.3593682555872
316.16681951963386, 929.5395128998445
184.8007055053495, 883.3136435220849
101.84216373244432, 728.1288937131918
90.3796593646341, 505.37008199248504
82.40553050419946, 328.5435053475701
